Tweet,Borough,Hate Prediction,Tweet Date,Latitude,Longitude
girl queue Holly Humberstone with cool fuck,Lambeth,sexism,2022-12-01 19:05:07+00:00,51.4952111,-0.1163354
down moderate small prick,Camden Town,disability,2022-12-01 18:54:34+00:00,51.5423045,-0.1395604
stand that cunt,Hillingdon,sexism,2022-12-01 18:24:17+00:00,51.542519299999995,-0.44833493117949663
woman always been complete fucking idiot then good know,Hammersmith,sexism,2022-12-01 18:19:02+00:00,51.4920377,-0.2236401
This kinda Lady cannot settle working class young This established things being equal will lavish money render impossible with someone that match spending power,Croydon,sexism,2022-12-01 17:11:53+00:00,51.3713049,-0.101957
Probably because time your seat difficult change situation like fully booked flights feel like this probably also happens mostly women,Paddington,sexism,2022-12-01 16:15:36+00:00,51.5154795,-0.175365
Internet Occultists Lying minutes stop ultra reactionary pagan dogwhistling kids aren alright,Greenwich,religion,2022-12-01 16:03:06+00:00,51.4820845,-0.0045417
away idiot,Romford,disability,2022-12-01 16:02:03+00:00,51.5760462,0.1822646
Love female workplace ones,Wandsworth,sexism,2022-12-01 14:10:04+00:00,51.4570271,-0.1932607
fucking idiot,Romford,disability,2022-12-01 13:15:03+00:00,51.5760462,0.1822646
Look much loves club wanna cunt give stick when goes,Romford,sexism,2022-12-01 13:14:39+00:00,51.5760462,0.1822646
said fuck cunt Fuck cunt,Paddington,sexism,2022-12-01 12:36:06+00:00,51.5154795,-0.175365
have idiot dangerous both huge,Kensington,disability,2022-12-01 11:56:48+00:00,51.4989948,-0.1991229
generation fools socially leading imbeciles,Greenwich,disability,2022-12-01 11:54:04+00:00,51.4820845,-0.0045417
Unbelievable cunt then play victim,Poplar,sexism,2022-12-01 11:46:25+00:00,51.5110713,-0.0144629
Heroes That deal with these cunts,Hillingdon,sexism,2022-12-01 11:05:13+00:00,51.542519299999995,-0.44833493117949663
have spoken aware DILF status mind rest about situation responded with must have been hammered there will some sore heads this morning,Lambeth,sexism,2022-12-01 10:40:48+00:00,51.4952111,-0.1163354
That journalists stuffed with stuff gender stuff didn What wally Good answers from girls,Poplar,sexism,2022-12-01 10:39:51+00:00,51.5110713,-0.0144629
Exactly never bother lady brain with anything else,Hackney,sexism,2022-12-01 10:34:00+00:00,51.5432402,-0.0493621
confirmed basic bitch,Hackney,sexism,2022-12-01 09:48:31+00:00,51.5432402,-0.0493621
should jettisoned presidential position order First Lady Seriously,Paddington,sexism,2022-12-01 09:22:32+00:00,51.5154795,-0.175365
This disgusting Time stop pleasing other religions case offends them,Romford,religion,2022-12-01 09:21:16+00:00,51.5760462,0.1822646
Next lesbians will explain they women pregnant Back London Turkey basters with sperm harvested from their male friends apparently,Islington,sexism,2022-12-01 09:18:29+00:00,51.5384287,-0.0999051
never niggas assure,Hounslow,racism,2022-12-01 08:59:11+00:00,51.4686132,-0.3613471
hear Escape Victory rebooted using female footballers like crossed with Tenko,Romford,sexism,2022-12-01 07:50:51+00:00,51.5760462,0.1822646
scumbag maggot cheap lousy faggot December legally discuss Christmas argue about everyone imaginary your head turns points when this song comes,Kingston upon Thames,sexual_orientation,2022-12-01 07:48:07+00:00,51.4096275,-0.3062621
female politicians,Greenwich,sexism,2022-12-01 07:32:01+00:00,51.4820845,-0.0045417
Chucky disgusting word silly pussy,Richmond,sexism,2022-12-01 07:28:43+00:00,51.4613531,-0.3032767
germany worse holocaust worst genocide history deny this freak nature,Bexley,religion,2022-12-01 07:05:14+00:00,51.4416793,0.150488
delusional idiot think this,Richmond,disability,2022-12-01 05:20:08+00:00,51.4613531,-0.3032767
young rich stupid,Barnet,disability,2022-12-01 04:44:21+00:00,51.65309,-0.2002261
Time keep your xenophobic mouth zipped,Camden Town,racism,2022-12-01 02:03:16+00:00,51.5423045,-0.1395604
fuckidy fuck going niggas,Poplar,racism,2022-12-01 01:09:58+00:00,51.5110713,-0.0144629
Humble Aint Bitch Inna When Test MENTAL Ward Send,Walthamstow,sexism,2022-12-24 20:12:12+00:00,51.5844701,-0.0188186
Muslim countries running immoral education somehow Taliban enlighten with version Islam none know,Walthamstow,religion,2022-12-24 19:52:28+00:00,51.5844701,-0.0188186
Never trust women,Tottenham,sexism,2022-12-24 19:44:28+00:00,51.5976955,-0.0672892
only colonial robbery going your genocide Ukraine,Tottenham,racism,2022-12-24 14:01:35+00:00,51.5976955,-0.0672892
People organise participate illegal hunting indeed they still most despicable uncaring cruel humans Animals just equipment they they gallop wrecking nature murdering foxes mistreat kill abandon dogs horses,Tottenham,religion,2022-12-24 09:32:40+00:00,51.5976955,-0.0672892
fuck this cunt,Ilford,sexism,2022-12-23 23:56:29+00:00,51.5582734,0.0711669
would have blindfolded little cunt thrown boot dropped somewhere very isolated populated bears,Tottenham,sexism,2022-12-23 20:20:20+00:00,51.5976955,-0.0672892
Well done understand draining most females would rather that almost everyone under shit immune system today,Ilford,sexism,2022-12-23 15:34:12+00:00,51.5582734,0.0711669
short hair gives away clueless,Ilford,disability,2022-12-23 13:02:09+00:00,51.5582734,0.0711669
women still breast feed babies anymore that,Ilford,sexism,2022-12-23 12:04:46+00:00,51.5582734,0.0711669
This make sense must always work because girls prefer their dads mums usually,Ilford,sexism,2022-12-23 10:35:45+00:00,51.5582734,0.0711669
second your obvs illiterate,Walthamstow,disability,2022-12-23 08:25:24+00:00,51.5844701,-0.0188186
autism stupid,Stratford,disability,2022-12-22 14:10:18+00:00,51.541289,-0.0035472
They shouldn rising cunts,Walthamstow,sexism,2022-12-22 12:25:33+00:00,51.5844701,-0.0188186
never play obviously genius,Walthamstow,disability,2022-12-22 08:37:07+00:00,51.5844701,-0.0188186
Just took look comments regarding winner SPOTY Blimey Pick crop saying female should ever this award ever,Ilford,sexism,2022-12-22 08:26:23+00:00,51.5582734,0.0711669
that should list femi shola ngozi should they should running this country right behind them,Tottenham,sexism,2022-12-22 07:15:53+00:00,51.5976955,-0.0672892
Niggas want want that gonna death,Stratford,racism,2022-12-21 23:33:06+00:00,51.541289,-0.0035472
almost like woman then,Tottenham,sexism,2022-12-21 20:41:58+00:00,51.5976955,-0.0672892
such fake bitch,Tottenham,sexism,2022-12-20 20:35:58+00:00,51.5976955,-0.0672892
know naive,Tottenham,disability,2022-12-20 11:53:07+00:00,51.5976955,-0.0672892
your Neanderthal genes making write like some sort retard fuck Nature nurture whatever someone something fucked time upbringing here,Walthamstow,disability,2022-12-19 23:49:32+00:00,51.5844701,-0.0188186
keeping slave traders their plinths this spot view Sorry Gary,Tottenham,racism,2022-12-19 21:06:35+00:00,51.5976955,-0.0672892
Dash Feminine Pepper,Tottenham,sexism,2022-12-18 19:51:48+00:00,51.5976955,-0.0672892
once talking repair local area done work local female home commented mess,Tottenham,sexism,2022-12-18 16:22:55+00:00,51.5976955,-0.0672892
Google MILF,Walthamstow,sexism,2022-12-18 11:20:55+00:00,51.5844701,-0.0188186
backs Michael Anthony Ramsay should executed Probably dumb fuck white gyals down with demon possessed niggers shot unno dead inna mouth,Ilford,racism,2022-12-18 01:54:12+00:00,51.5582734,0.0711669
Nuff said Bless Cunts,Ilford,sexism,2022-12-18 01:15:04+00:00,51.5582734,0.0711669
keep seeing these posts cunt talking about miracle daughter hope they very slow painful death Murderous Lowlife Cunts,Ilford,sexism,2022-12-18 01:00:03+00:00,51.5582734,0.0711669
They really dictionary definition king useless,Tottenham,disability,2022-12-17 12:46:19+00:00,51.5976955,-0.0672892
Israel Genocidal Apartheid racist country,Stratford,religion,2022-12-16 23:23:19+00:00,51.541289,-0.0035472
Lulu Putting these voice cunts shame,Tottenham,sexism,2022-12-16 20:45:20+00:00,51.5976955,-0.0672892
Fuck spotty twat,Tottenham,sexism,2022-12-16 19:58:35+00:00,51.5976955,-0.0672892
chloe just piss fucking face URGHHHH,Tottenham,sexism,2022-12-16 19:56:10+00:00,51.5976955,-0.0672892
people frigging stupid,Walthamstow,disability,2022-12-16 14:18:20+00:00,51.5844701,-0.0188186
Anything sweep China land grab under carpet,Tottenham,racism,2022-12-16 13:38:10+00:00,51.5976955,-0.0672892
course damn series canceled salute pansexual sardonic king,Tottenham,sexual_orientation,2022-12-16 00:44:15+00:00,51.5976955,-0.0672892
These cunts belong,Stratford,sexism,2022-12-15 23:47:05+00:00,51.541289,-0.0035472
give excuse just dumb empty barrel,Walthamstow,disability,2022-12-15 22:43:56+00:00,51.5844701,-0.0188186
worry yourselves Jehovah Gibbors sends forth Waring Angels Fight Take care cause Death will visiting real soon Best Wishes Satanic Ritual Mongers crime,Ilford,religion,2022-12-15 20:41:50+00:00,51.5582734,0.0711669
cause said will take away from EVER that your pipe Sacrificial Satanists Smoke more than your maddest woman block death ANYTHING EVEN bomb,Ilford,religion,2022-12-15 19:34:20+00:00,51.5582734,0.0711669
Please tell wife,Tottenham,sexism,2022-12-15 16:36:04+00:00,51.5976955,-0.0672892
Bruh Females even care anyone Just sleeping with anyone,Stratford,sexism,2022-12-15 10:21:01+00:00,51.541289,-0.0035472
Cats cunt,Ilford,sexism,2022-12-15 09:36:18+00:00,51.5582734,0.0711669
work boys school Trust this thing Unfortunately more likely listened than female teacher,Walthamstow,sexism,2022-12-14 19:02:09+00:00,51.5844701,-0.0188186
Denis stupid fellow,Walthamstow,disability,2022-12-14 14:56:21+00:00,51.5844701,-0.0188186
Your year shall well every satanic agenda thwarted Jesus name,Tottenham,religion,2022-12-14 10:14:20+00:00,51.5976955,-0.0672892
twat,Ilford,sexism,2022-12-13 22:17:52+00:00,51.5582734,0.0711669
road management through your council dolt,Tottenham,disability,2022-12-13 18:16:23+00:00,51.5976955,-0.0672892
criminals should orison Putin Lavrov regime next,Tottenham,racism,2022-12-13 16:53:17+00:00,51.5976955,-0.0672892
Russia terrorist gangster state stain humanity proud helping Ukraine defend itself againt your evil,Tottenham,racism,2022-12-13 16:40:53+00:00,51.5976955,-0.0672892
What cunt,Stratford,sexism,2022-12-13 14:24:42+00:00,51.541289,-0.0035472
Fear women,Ilford,sexism,2022-12-12 22:54:15+00:00,51.5582734,0.0711669
Most normal would know they woman,Tottenham,sexism,2022-12-12 20:53:46+00:00,51.5976955,-0.0672892
know that religious dummies that they spew their bile lewd baser sorts actually think they harm swear there many murderous imposters church beyond Hell going them Acts,Ilford,religion,2022-12-12 20:49:43+00:00,51.5582734,0.0711669
feel like women would good,Tottenham,sexism,2022-12-12 18:50:44+00:00,51.5976955,-0.0672892
everyone alive today ancestors linked slavery speak your racist self friend,Stratford,racism,2022-12-12 10:56:23+00:00,51.541289,-0.0035472
useless idiot quotes pointless idiot using cliche useful idiots,Ilford,disability,2022-12-12 10:23:20+00:00,51.5582734,0.0711669
Just tell them away human Christ died even care,Ilford,religion,2022-12-11 22:37:28+00:00,51.5582734,0.0711669
daughter played Premier League standard women football below,Ilford,sexism,2022-12-11 14:33:30+00:00,51.5582734,0.0711669
shut stupid idiot,Ilford,disability,2022-12-11 10:22:15+00:00,51.5582734,0.0711669
This twat,Ilford,sexism,2022-12-11 10:22:10+00:00,51.5582734,0.0711669
want reassure Trump still cunt,Ilford,sexism,2022-12-10 22:43:53+00:00,51.5582734,0.0711669
Women below certain wage bracket technically livestock,Stratford,sexism,2022-12-10 21:04:31+00:00,51.541289,-0.0035472
everyone right illiterate Genuine question,Tottenham,disability,2022-12-10 17:50:12+00:00,51.5976955,-0.0672892
fucking faceless twat,Tottenham,sexism,2022-12-10 17:41:58+00:00,51.5976955,-0.0672892
sound uneducated entitled haven watched documentary pass judgement moronically then went ahead make judgement others Foolish idiotic looking this,Tottenham,disability,2022-12-10 17:05:46+00:00,51.5976955,-0.0672892
HAHAHAHAHAHAHA jive turkey cunt,Tottenham,sexism,2022-12-10 16:57:58+00:00,51.5976955,-0.0672892
whole shitstorm around proof people have subscribed anaesthetised politicised emotionally retarded world which showing your true self having personality opinions capital,Stratford,disability,2022-12-10 08:19:27+00:00,51.541289,-0.0035472
talk daft father shelled fistfuls both them,Ilford,disability,2022-12-10 05:34:01+00:00,51.5582734,0.0711669
dont like female stormie,Ilford,sexism,2022-12-10 00:07:27+00:00,51.5582734,0.0711669
miserable cunt like that like,Ilford,sexism,2022-12-09 22:40:40+00:00,51.5582734,0.0711669
Daughters always left side your chest differently,Ilford,sexism,2022-12-09 13:42:49+00:00,51.5582734,0.0711669
have paid worthless insignificant pathetic worm DESERVE EVERYTHING worm deserve shit FUCK FUCK faggot,Tottenham,sexual_orientation,2022-12-09 12:24:45+00:00,51.5976955,-0.0672892
call week generous definitely worth risking life limb muppet,Tottenham,disability,2022-12-08 19:45:55+00:00,51.5976955,-0.0672892
Manipulated WOMAN EASY NEVER THAT,Walthamstow,sexism,2022-12-08 13:04:11+00:00,51.5844701,-0.0188186
actually followed read stuff would utter integrity loves theatre bigot think helps think going awash with money handing Arts,Stratford,disability,2022-12-08 02:08:20+00:00,51.541289,-0.0035472
Only women their socks last,Walthamstow,sexism,2022-12-07 22:01:52+00:00,51.5844701,-0.0188186
Then bitch,Walthamstow,sexism,2022-12-07 10:43:51+00:00,51.5844701,-0.0188186
government cannot money ignorant,Ilford,disability,2022-12-06 23:31:45+00:00,51.5582734,0.0711669
Thank project people said idiot,Stratford,disability,2022-12-06 22:52:49+00:00,51.541289,-0.0035472
Depends doesn know whether male female young where from twitter would explode with criticism know must like monitoring tweets blame,Tottenham,sexism,2022-12-06 13:27:46+00:00,51.5976955,-0.0672892
According Muppets Corner this lady hospitality industry should sell stack shelves,Walthamstow,sexism,2022-12-06 10:32:28+00:00,51.5844701,-0.0188186
What this with Muslim condemn these sorts back look your roots past years Christian killed millions Iraq Syria Libya Afghanistan,Stratford,religion,2022-12-06 07:51:07+00:00,51.541289,-0.0035472
Mucker Fuckers hell with them SAVE except they humble themselves like TRUE grateful forgiven believers,Ilford,religion,2022-12-05 20:08:53+00:00,51.5582734,0.0711669
slow Fucking cheeky cunt swear going back EVERY vast Inspiring Motivating artistic work business have into over these past years hell disrespect sister never been given Faggot,Ilford,sexual_orientation,2022-12-05 19:55:03+00:00,51.5582734,0.0711669
only funny insightful intelligent,Ilford,disability,2022-12-05 17:41:01+00:00,51.5582734,0.0711669
publicly insults twats,Ilford,sexism,2022-12-05 16:44:14+00:00,51.5582734,0.0711669
being twat,Ilford,sexism,2022-12-04 20:26:09+00:00,51.5582734,0.0711669
repellent cunt,Stratford,sexism,2022-12-04 18:31:53+00:00,51.541289,-0.0035472
That cunt should banished hell,Stratford,sexism,2022-12-04 18:30:49+00:00,51.541289,-0.0035472
Fucked religious idiots satanic heathens honestly think frighten really REALLY must know bout from different cloth will platform here please CUNTS,Ilford,religion,2022-12-04 16:09:05+00:00,51.5582734,0.0711669
quite insulting remark,Tottenham,disability,2022-12-04 15:43:53+00:00,51.5976955,-0.0672892
Funny that because ISIS something very similar their views rightly considered evil religious fanatics dangerous should shunned,Ilford,religion,2022-12-04 14:57:33+00:00,51.5582734,0.0711669
Listen women either,Ilford,sexism,2022-12-04 13:00:30+00:00,51.5582734,0.0711669
know them like acronym think insulting actual feminists,Ilford,sexism,2022-12-04 11:36:36+00:00,51.5582734,0.0711669
want million greedy bitch million abusing johnny sick bitch paid mates ponced years,Ilford,sexism,2022-12-03 19:21:51+00:00,51.5582734,0.0711669
kind really Barney dinosaur addressing congress style Giger,Stratford,disability,2022-12-03 16:16:46+00:00,51.541289,-0.0035472
also outed Twat,Stratford,sexism,2022-12-02 20:45:59+00:00,51.541289,-0.0035472
really quite stupid aren,Stratford,disability,2022-12-02 20:36:07+00:00,51.541289,-0.0035472
Also fuck calling enormous bitch,Stratford,sexism,2022-12-02 19:28:10+00:00,51.541289,-0.0035472
Wife much prefers extra other,Ilford,sexism,2022-12-02 09:55:27+00:00,51.5582734,0.0711669
Talkative girls always dwarf,Walthamstow,sexism,2022-12-02 09:33:57+00:00,51.5844701,-0.0188186
driver yelled other word faggot cycled home tonight Twice case hadn heard Evening honky tonks,Stratford,sexual_orientation,2022-12-01 19:55:41+00:00,51.541289,-0.0035472
like this World even World FULL brim demon possessed Satanist Swear Down They done pledge they allegiance Satan They they care cause they dead anyway then just read seriously funny tweet then,Ilford,religion,2022-12-01 17:44:22+00:00,51.5582734,0.0711669
else propose opposing full force Russian army hell bent death destruction,Tottenham,racism,2022-12-01 13:13:37+00:00,51.5976955,-0.0672892
