text,prediction,date,latitude,longitude
Women Talking like they know think,sexism,2023-01-06 15:07:36+00:00,51.4096275,-0.3062621
know what woke means then clearly idiot,disability,2023-01-06 13:30:19+00:00,51.4416793,0.150488
that twat blocked years,sexism,2023-01-06 12:36:04+00:00,51.4952111,-0.1163354
Fuck wants drain publicly Infront everyone verbally degrading plays with bulge,sexism,2023-01-06 12:28:32+00:00,51.4613531,-0.3032767
many things feel like calling nothing seems enough twat bloody great donut hole where brain should Traitors Gate Tower London waiting,sexism,2023-01-06 11:54:31+00:00,51.4745706,-0.0925416
James Bond meant womanising hell raiser,sexism,2023-01-06 11:36:11+00:00,51.5639957,-0.27590641378489267
Spot Tony believe there loads people comments girls side There sticking yourself being cringey disrespectful embarrassment tweeting proud handled herself failed parent,sexism,2023-01-06 11:36:07+00:00,51.5384287,-0.0999051
twat Think hoping full round security Self inflicted target,sexism,2023-01-06 09:28:05+00:00,51.4624292,-0.0101787
pussyhole Nuttin done have tings,sexism,2023-01-06 09:26:51+00:00,51.5073359,-0.12765
think woman should prosecuted evil making millions Harry When these panels there should another respond show vile person really,sexism,2023-01-06 01:55:16+00:00,51.4745706,-0.0925416
fucking mind complete utter twat,sexism,2023-01-06 01:34:21+00:00,51.4820845,-0.0045417
honest saying someone baby brain response situation same asking woman period perceive being agreeable shit misogynistic,sexism,2023-01-05 22:58:09+00:00,51.4745706,-0.0925416
Lucky greedy bitch,sexism,2023-01-05 21:54:41+00:00,51.4952111,-0.1163354
Girls just work team,sexism,2023-01-05 21:54:09+00:00,51.5073359,-0.12765
would flat refuse part team that referred itself girls,sexism,2023-01-05 21:46:25+00:00,51.41086985,-0.18809708858824303
keep mouth shut then know with these twats hard,sexism,2023-01-05 21:09:24+00:00,51.65309,-0.2002261
memes today ignored every single cunt,sexism,2023-01-05 21:03:42+00:00,51.357464449999995,-0.17362689496950337
enjoyed hitting that twat aswell,sexism,2023-01-05 20:41:33+00:00,51.542519299999995,-0.44833493117949663
never wife need your brain tested,sexism,2023-01-05 19:15:23+00:00,51.596827149999996,-0.3373046180437286
What twats,sexism,2023-01-05 18:31:27+00:00,51.4952111,-0.1163354
kinda wanna read much really dgaf kinda wanna goss plus team Harry cause ginger,disability,2023-01-05 18:04:33+00:00,51.5110713,-0.0144629
Bloody twat gets taken down better blame Where brain didn have army mentor that should have stuck gorilla tape mouth,sexism,2023-01-05 17:36:44+00:00,51.4745706,-0.0925416
Cyclists total twat,sexism,2023-01-05 17:32:41+00:00,51.4989948,-0.1991229
Evil bastard human watching wolves documentary Netflix amazing totally beautiful animals strong survivors without this evil trap,racism,2023-01-05 16:13:10+00:00,51.5639957,-0.27590641378489267
think feeble,disability,2023-01-05 16:01:48+00:00,51.6520851,-0.0810175
Kirill Satan disciple,religion,2023-01-05 15:49:35+00:00,51.5126553,-0.3051952
very right Muslims hate idol worshippers like Hindu girls they find their Muslims treat their girls inferior Hindus Islam Christianity fundamentalist religion Together they want destroy Hinduism Muslims groom white girls,religion,2023-01-05 15:22:11+00:00,51.5073359,-0.12765
Release twats,sexism,2023-01-05 14:12:40+00:00,51.41086985,-0.18809708858824303
will ever have transfer window where aren linked with this cunt,sexism,2023-01-05 13:42:45+00:00,51.5760462,0.1822646
They will retire their bolt holes havens Taking special forces nuclear codes fleet with them screwed communist army Russian Chinese troops going Hell handcart,racism,2023-01-05 13:32:12+00:00,51.5110713,-0.0144629
Nothing twat,sexism,2023-01-05 13:15:06+00:00,51.4820845,-0.0045417
Also sorry players fighting little cunt,sexism,2023-01-05 13:10:56+00:00,51.5760462,0.1822646
Your torries need deported atleast those have second home your Pakistan right kind confuse Uganda America India best Rawanda take those racist with also Fkin cancer this country,religion,2023-01-05 12:29:27+00:00,51.596827149999996,-0.3373046180437286
just think skint very cautious afford transfer mistakes Either need help,disability,2023-01-05 11:51:04+00:00,51.4613531,-0.3032767
have book call before admin little dense,disability,2023-01-05 11:39:15+00:00,51.4920377,-0.2236401
such ponytail swinging basic bitch when walk help,sexism,2023-01-05 11:28:01+00:00,51.357464449999995,-0.17362689496950337
attention seeking cunt,sexism,2023-01-05 09:21:04+00:00,51.4952111,-0.1163354
Women much that thing suppose send money,sexism,2023-01-05 08:58:43+00:00,51.3713049,-0.101957
What stupid woman damage have done,sexism,2023-01-05 08:11:36+00:00,51.357464449999995,-0.17362689496950337
Genesis yourself will live ripe peace buried will four generations before your descendants come back here because will drive Amorites until they become wicked that they must punished,religion,2023-01-05 06:27:57+00:00,51.5389922,0.0804245
Footboys should know their place when presence Queen,sexism,2023-01-05 03:11:04+00:00,51.5073359,-0.12765
women stop thinking pits already need thinkers,sexism,2023-01-05 02:36:00+00:00,51.4745706,-0.0925416
have these fkin greedy basta with sick mind There should limit politics more then Every country suffering because this shite people those power opinion Sorry somebody gonna feel offensive,racism,2023-01-04 21:26:04+00:00,51.596827149999996,-0.3373046180437286
fucking need this back hunger selfish greedy goal poaching diving cunt Fuck everyone,sexism,2023-01-04 21:13:03+00:00,51.6520851,-0.0810175
bought that twat Block megaphone Christmas Fuckin annoying already,sexism,2023-01-04 20:15:48+00:00,51.3713049,-0.101957
will having little catch TOMORROW London time year when raped this dumbass skype haha next dumbass,disability,2023-01-04 18:36:45+00:00,51.5073359,-0.12765
SHOOK COST FEMININE PRODUCTS HERE Seriously your shit together America,sexism,2023-01-04 17:58:06+00:00,51.5073359,-0.12765
Women cheating,sexism,2023-01-04 17:49:32+00:00,51.5384287,-0.0999051
That Panel Feminism what shit show load crap,sexism,2023-01-04 17:38:30+00:00,51.5154795,-0.175365
would bitch from this should known Dildo Danis,sexism,2023-01-04 17:26:53+00:00,51.5639957,-0.27590641378489267
horrible humans mistreat animals,racism,2023-01-04 15:05:31+00:00,51.5126553,-0.3051952
Selfish arrogant twats,sexism,2023-01-04 14:33:58+00:00,51.4624292,-0.0101787
Have ever considered being less twat,sexism,2023-01-04 13:40:45+00:00,51.4952111,-0.1163354
fucking cunt,sexism,2023-01-04 12:05:25+00:00,51.5760462,0.1822646
attention seeking behaviour nothing intelligent throws idiotic quips,disability,2023-01-04 12:02:01+00:00,51.542519299999995,-0.44833493117949663
just zealot with idea cars mantra brain washed tool,disability,2023-01-04 11:19:23+00:00,51.5110713,-0.0144629
fkin donkey,racism,2023-01-04 10:29:41+00:00,51.596827149999996,-0.3373046180437286
Exactly American hold themselves highly boxing world when comes female boxing they leave like they clue,sexism,2023-01-04 10:19:53+00:00,51.4745706,-0.0925416
Female founded,sexism,2023-01-04 09:52:20+00:00,51.4570271,-0.1932607
cunt this just made,sexism,2023-01-04 09:40:11+00:00,51.3713049,-0.101957
Actually knew misogynist when took side slamdunk think thicko,sexism,2023-01-04 09:29:31+00:00,51.4570271,-0.1932607
weak minded,disability,2023-01-04 09:08:50+00:00,51.5432402,-0.0493621
Forgot women only till 30am today here 30am currently burning workout toilet sitting watching TikTok,sexism,2023-01-04 09:05:09+00:00,51.5423045,-0.1395604
doesn speak delusional bully,disability,2023-01-04 08:12:40+00:00,51.6520851,-0.0810175
thinking this girl dumb hell,sexism,2023-01-04 05:53:11+00:00,51.65309,-0.2002261
girl should ashamed,sexism,2023-01-04 01:37:21+00:00,51.6520851,-0.0810175
Masculine Privilege manspreading okay taboo women,sexism,2023-01-03 22:44:42+00:00,51.4745706,-0.0925416
Fuck being lady like,sexism,2023-01-03 22:44:10+00:00,51.41086985,-0.18809708858824303
Fuck misogynist fool,sexism,2023-01-03 22:34:59+00:00,51.5384287,-0.0999051
horrific better soon Sejal shame away round with some Jewish penicillin,religion,2023-01-03 21:52:01+00:00,51.4570271,-0.1932607
still twat,sexism,2023-01-03 21:41:46+00:00,51.41086985,-0.18809708858824303
that though absolute fucking retard,disability,2023-01-03 21:40:59+00:00,51.5432402,-0.0493621
Think prefer chest,sexism,2023-01-03 21:19:12+00:00,51.41086985,-0.18809708858824303
goodness Hypo brains totally nuts,disability,2023-01-03 21:16:46+00:00,51.6520851,-0.0810175
Fuck with these fesshole never fucking SPEAKING their wives about anything,sexism,2023-01-03 20:56:28+00:00,51.596827149999996,-0.3373046180437286
Wondering timeline have tried Time Restricted Eating cardio fitness weight loss seems very highly recommended women less literature there fellas,sexism,2023-01-03 20:32:16+00:00,51.4570271,-0.1932607
from dhgate have free still tags large honestly like women,sexism,2023-01-03 20:31:24+00:00,51.4613531,-0.3032767
Unfortunately twats every game,sexism,2023-01-03 20:31:05+00:00,51.5639957,-0.27590641378489267
thIS wnaker still stupid more,disability,2023-01-03 19:00:58+00:00,51.65309,-0.2002261
Blatant misandry fine with many women,sexism,2023-01-03 17:32:36+00:00,51.6520851,-0.0810175
giving otherworldly levels cunt,sexism,2023-01-03 17:15:08+00:00,51.5073359,-0.12765
presenters most ignorant boarder line racist bitter,disability,2023-01-03 16:55:22+00:00,51.5126553,-0.3051952
Honestly fact insane girl,sexism,2023-01-03 16:54:23+00:00,51.5073359,-0.12765
right pair brainy cunts final here Should good viewing,sexism,2023-01-03 16:21:49+00:00,51.5126553,-0.3051952
silly cunt,sexism,2023-01-03 15:53:44+00:00,51.5384287,-0.0999051
guys some girls possibly seem want perfect fake Barbie doll looking doll porn star esque dumbed down bimbos Which equally pathetic Your heart soul character mean much more really care about what real,sexism,2023-01-03 14:52:57+00:00,51.5639957,-0.27590641378489267
shouldn laugh only human,disability,2023-01-03 14:02:03+00:00,51.6520851,-0.0810175
however feminist movement there reason quotes partly blame,sexism,2023-01-03 13:36:09+00:00,51.4989948,-0.1991229
twat,sexism,2023-01-03 12:44:08+00:00,51.65309,-0.2002261
this retarded have your cataracts done save Plus course virtue signal about blind more burden,disability,2023-01-03 12:23:43+00:00,51.5156177,-0.0919983
sacking cunt boss wasted popcorn ankles,sexism,2023-01-03 12:06:55+00:00,51.357464449999995,-0.17362689496950337
Absolute bunch pussies,sexism,2023-01-03 10:28:04+00:00,51.4820845,-0.0045417
with twink called rude because asked could queue song,sexism,2023-01-03 10:15:21+00:00,51.5154795,-0.175365
English Anglo Norman whatever came smiliar sized boats Irish Catholics then given them warm welcome Muslims other criminal degenerates leading current invasion receive from world would better place,religion,2023-01-03 10:12:24+00:00,51.5126553,-0.3051952
would therefore welcome Buck into women toilets changing rooms,sexism,2023-01-03 08:40:10+00:00,51.5110713,-0.0144629
must feel like proper twat,sexism,2023-01-03 05:26:44+00:00,51.4686132,-0.3613471
neanderthal just ignorant Road,disability,2023-01-03 00:31:50+00:00,51.5110713,-0.0144629
died these dirty scum Pakistanis Politicians,racism,2023-01-02 23:52:12+00:00,51.5760462,0.1822646
bots probably gone year holiday,disability,2023-01-02 22:42:47+00:00,51.5110713,-0.0144629
Wife doing thing,sexism,2023-01-02 21:24:26+00:00,51.5423045,-0.1395604
OKAY THERE MANY FEMBOYS WESTFIELD,sexism,2023-01-02 18:48:41+00:00,51.4920377,-0.2236401
This pathetic bitch special advisers tremendous damage,sexism,2023-01-02 18:16:38+00:00,51.5126553,-0.3051952
hate stats obsessed football become stupid,disability,2023-01-02 18:12:28+00:00,51.5639957,-0.27590641378489267
lucky these twats getting,sexism,2023-01-02 18:11:46+00:00,51.542519299999995,-0.44833493117949663
stop your barbaric ways,religion,2023-01-02 17:56:27+00:00,51.3713049,-0.101957
stop your barbaric ways,religion,2023-01-02 17:52:31+00:00,51.3713049,-0.101957
have home training civilised person doesn insulting results abusive language have demonstrated Naivety ragtag buffoon,disability,2023-01-02 16:33:31+00:00,51.4745706,-0.0925416
adult decent cooking childish,disability,2023-01-02 15:12:06+00:00,51.4820845,-0.0045417
definitely dense,disability,2023-01-02 15:02:15+00:00,51.4952111,-0.1163354
knows everything cong Chinese puppet,racism,2023-01-02 14:26:43+00:00,51.596827149999996,-0.3373046180437286
Cats rule,sexism,2023-01-02 13:01:35+00:00,51.5154795,-0.175365
Slow overtake fast women pool then kicked face,sexism,2023-01-02 12:33:33+00:00,51.5432402,-0.0493621
gorgeous super intelligent wouldn,disability,2023-01-02 11:48:30+00:00,51.6520851,-0.0810175
away sudden deaf,disability,2023-01-02 11:45:35+00:00,51.5384287,-0.0999051
sister should jail sorry brother nonce,sexism,2023-01-02 11:28:35+00:00,51.4745706,-0.0925416
know what illiterate means,disability,2023-01-02 11:18:55+00:00,51.6520851,-0.0810175
think illiterate,disability,2023-01-02 11:15:05+00:00,51.6520851,-0.0810175
twat,sexism,2023-01-02 11:09:13+00:00,51.4745706,-0.0925416
Another fake feminist,sexism,2023-01-02 11:07:50+00:00,51.5423045,-0.1395604
girl stares when bath dress brush hair teeth,sexism,2023-01-02 11:03:24+00:00,51.542519299999995,-0.44833493117949663
muscly enough this dumb,disability,2023-01-02 10:50:22+00:00,51.5423045,-0.1395604
delete female time waster life this year,sexism,2023-01-02 10:42:42+00:00,51.5073359,-0.12765
DEFINITELY some female players definitely coffee girl,sexism,2023-01-02 09:54:45+00:00,51.4570271,-0.1932607
believe have been replaced wimmin happily,sexism,2023-01-02 09:16:39+00:00,51.5384287,-0.0999051
Should mouth throat face,sexism,2023-01-02 08:15:29+00:00,51.5432402,-0.0493621
hard getting female shiny these days,sexism,2023-01-02 07:20:53+00:00,51.3713049,-0.101957
Weirdo still hiding stop talking even brave enough show what saying moron,disability,2023-01-02 01:10:24+00:00,51.5110713,-0.0144629
girl wouldn stop tricked into letting drunk sleep,sexism,2023-01-02 00:50:48+00:00,51.65309,-0.2002261
Happy Year sexy motherfuckers,sexism,2023-01-01 23:46:02+00:00,51.5073359,-0.12765
might rare dating relationships never come convos with male friends think reverse true women,sexism,2023-01-01 23:17:02+00:00,51.5423045,-0.1395604
Twat,sexism,2023-01-01 22:53:49+00:00,51.4613531,-0.3032767
Silly cunt thinks silent disco,sexism,2023-01-01 21:05:24+00:00,51.4686132,-0.3613471
Hathor Wasn Sekhmet sent punish humanity,religion,2023-01-01 20:26:54+00:00,51.65309,-0.2002261
Should have turned around asked women World this year,sexism,2023-01-01 19:44:38+00:00,51.5073359,-0.12765
blocked reported creep habit making wife called cuck just bully illiterate bully,sexism,2023-01-01 19:12:44+00:00,51.5073359,-0.12765
driver obviously advanced driver fact driver demonstrated zero ability,disability,2023-01-01 17:21:17+00:00,51.4989948,-0.1991229
Absolute Bald Twat,sexism,2023-01-01 17:21:13+00:00,51.5423045,-0.1395604
Women exempt from second most important commandment Love your neighbour love yourself they,sexism,2023-01-01 16:38:09+00:00,51.3713049,-0.101957
Please tell this clown became Muslim,religion,2023-01-01 15:12:59+00:00,51.5384287,-0.0999051
wanna couples therapy first date with girl feel like would hilarious,sexism,2023-01-01 15:09:35+00:00,51.4686132,-0.3613471
clumsy stupid,disability,2023-01-01 14:50:32+00:00,51.5423045,-0.1395604
just miserable weirdo,disability,2023-01-01 14:32:48+00:00,51.4570271,-0.1932607
Just total cunt,sexism,2023-01-01 12:47:26+00:00,51.4952111,-0.1163354
feminist jump please,sexism,2023-01-01 12:36:32+00:00,51.6520851,-0.0810175
Methinks lady doth protest much,sexism,2023-01-01 10:22:17+00:00,51.5423045,-0.1395604
definitely would acceptable between male female officers either,sexism,2023-01-01 10:18:44+00:00,51.4745706,-0.0925416
well didn break laws only Labour Party people weren stupid sexist,sexism,2023-01-01 09:15:15+00:00,51.5384287,-0.0999051
have left game before womens race further these days local derby Year tasty whatever result Happy year,sexism,2023-01-01 08:12:32+00:00,51.3713049,-0.101957
twat,sexism,2023-01-01 03:11:12+00:00,51.5389922,0.0804245
easy Block idiot,disability,2023-01-01 02:43:11+00:00,51.65309,-0.2002261
cunt,sexism,2023-01-01 01:39:07+00:00,51.4952111,-0.1163354
Invite meee female wobbuffet please FEMALE,sexism,2023-01-01 01:11:01+00:00,51.5126553,-0.3051952
kids confirm there will will indefinitely continue being cunt,sexism,2023-01-01 00:00:27+00:00,51.357464449999995,-0.17362689496950337
